Budget,Certificate,Gross,Keywords,Original_Language,Popularity,Production_Companies,Production_Countries,Released_Year,Revenue,Series_Title,date_details
125000000,PG-13,1341511219.0,"['witch', 'dying and death', 'saving the world', 'self sacrifice', 'magic', 'school of witchcraft', 'sorcerer', 'school', 'battle', 'ghost', 'wizard', 'teenage hero', 'christmas', 'based on young adult novel', 'good versus evil']",en,21.6473,"['Warner Bros. Pictures', 'Heyday Films']","['United Kingdom', 'United States of America']",2011,1341511219,Harry Potter and the Deathly Hallows: Part 2,2011-07-07
0,PG-13,69932387.0,"['dying and death', 'funeral', 'octopus', 'coffin', 'cello', 'musical', 'based on memoir or autobiography', 'odd job', 'yamagata']",ja,3.1325,"['TBS', 'Amuse Soft Entertainment', 'MBS', 'Sedic', 'Shogakukan', 'TBS Radio', 'Shochiku', 'dentsu', 'The Asahi Shimbun']",['Japan'],2008,69932387,Okuribito,2008-09-13
16000000,G,46800000.0,"['friendship', 'loyalty', 'pet', 'human animal relationship', 'family relationships', 'friends', 'dog', 'newspaper reporter', 'family dog', 'waiting', 'pets', 'dramatic']",en,7.7647,"['Scion Films', 'Stage 6 Films', 'Inferno Distribution', 'Hachiko', 'Grand Army Entertainment', 'Opperman Viner Chrystyn Entertainment']","['United Kingdom', 'United States of America']",2009,46800000,Hachi: A Dog's Tale,2009-06-08
8240000,NR,1740429.0,"['australia', 'chocolate', 'approach', 'letter', 'birthmark', 'only child', 'bullying', 'friendship bracelet', 'pen pals', 'atheist', 'loneliness', 'stop motion', 'neighbor', 'phone book', 'adult animation', 'unlikely friendship', 'correspondence', 'eating disorder', ""asperger's syndrome""]",en,4.601,"['Melodrama Pictures', 'Screen Australia', 'Film Victoria', 'SBS']",['Australia'],2009,1740429,Mary and Max,2009-01-15
165000000,PG,495141736.0,"['friendship', 'ship', 'blacksmith', 'island', 'based on novel or book', 'flying', 'arena', 'village', 'affectation', 'villain', 'training', 'ignorance', 'vikings (norsemen)', 'forest', 'flight', 'nest', 'dragon', 'battle', 'combat', 'nostalgic', 'well', 'warrior', 'pets', 'philosophical', 'reflective', 'wonder', 'loving', 'playful', 'serene', 'lighthearted', 'intimate', 'sentimental', 'witty', 'hilarious', 'romantic', 'whimsical', 'admiring', 'adoring', 'amused', 'awestruck', 'celebratory', 'cheerful', 'comforting', 'compassionate', 'empathetic', 'enthusiastic', 'euphoric', 'excited', 'familiar', 'gentle', 'hopeful', 'optimistic', 'powerful', 'sincere', 'sympathetic', 'vibrant']",en,17.5364,['DreamWorks Animation'],['United States of America'],2010,495141736,How to Train Your Dragon,2010-03-18
15000000,R,56255142.0,"['parent child relationship', 'self-discovery', 'camping', 'wilderness', 'biography', 'based on true story', 'road trip', 'alaska', 'starvation', 'journey', 'bold']",en,5.1983,"['River Road Entertainment', 'Paramount Vantage', 'Linson Entertainment', 'Square One C.I.H.']",['United States of America'],2007,56255142,Into the Wild,2007-09-01
25000000,R,171627166.0,"['vietnam veteran', 'sheriff', 'trailer park', 'based on novel or book', 'hitman', 'psychopath', 'drug trafficking', 'texas', 'motel', 'usa–mexico border', 'drug cartel', 'fate', 'desert', 'modern-day western', 'neo-western', 'tracking device', 'cold blooded killer', 'motel room', 'cartel', 'neo-noir', '1980s', 'philosophical', 'mexican cartel', 'drug deal', 'coin toss', 'human nature', 'captive bolt gun', 'western noir', 'horror western', 'faithful adaptation', 'distressing', 'harsh', 'powerful']",en,16.5781,"['Miramax', 'Paramount Vantage', 'Scott Rudin Productions', 'Mike Zoss Productions']",['United States of America'],2007,171627166,No Country for Old Men,2007-05-19
1800000,PG-13,31517561.0,"['historical figure', 'india']",hi,2.6751,['Vidhu Vinod Chopra Productions'],['India'],2006,31517561,Lage Raho Munna Bhai,2006-09-01
30000000,PG-13,216763646.0,"['dying and death', 'transporter', 'strong woman', 'stroke of fate', 'advancement', 'sports', 'fight', 'suicide attempt', 'boxer', 'training', 'tragedy', 'female protagonist', 'brutality', 'boxing trainer', 'unlikely friendship', 'female boxing', 'knockout', 'euthanasia', 'determination', 'boxing']",en,7.1616,"['Lakeshore Entertainment', 'Malpaso Productions', 'Epsilon Motion Pictures', 'ASR Productions', 'Warner Bros. Pictures']","['Switzerland', 'United States of America']",2004,216763646,Million Dollar Baby,2004-12-05
17500000,PG-13,38000000.0,"['rwanda', 'refugee', 'refugee camp', 'militia', 'rwandan genocide', 'murder', 'slaughter', 'dead body', 'atrocity', 'african', 'cruelty', 'genocide', 'united nations', 'death', 'angry', 'aggressive', 'desperate', 'malicious', 'cautionary', 'factual', 'antagonistic', 'authoritarian', 'callous', 'commanding', 'foreboding', 'ominous']",en,3.9398,"['United Artists', 'Miracle Pictures', 'Seamus', 'Inside Track', 'Kiagli Releasing', 'Mikado Film', 'Metro-Goldwyn-Mayer', 'Artisan Entertainment', 'Lions Gate Films']","['Italy', 'South Africa', 'United Kingdom', 'United States of America']",2004,38000000,Hotel Rwanda,2004-09-11
1500000,R,0.0,"['brotherhood', 'korean war (1950-53)', 'archaeologist', 'air raid', 'pyre', 'brother brother relationship', 'korean army', 'south korea', 'inter-korean relations']",ko,3.6629,"['Kang Je-gyu Films', 'KD Media', 'Seoul Broadcasting System', 'Tooniverse', 'Destination Films', 'Samuel Goldwyn Films', 'Showbox']","['South Korea', 'United States of America']",2004,0,Taegukgi hwinalrimyeo,2004-02-05
2700000,R,15992615.0,"['journalist', 'talking', 'soulmates', 'walking', 'paris, france', 'bookshop', ""love of one's life"", 'author', 'semi autobiographical']",en,3.2794,"['Warner Independent Pictures', 'Castle Rock Entertainment', 'Detour Filmproduction']",['United States of America'],2004,15992615,Before Sunset,2004-02-10
0,U,0.0,"['comedy', 'gangster', 'doctor', 'medical school', 'hospital']",hi,2.2525,['Vidhu Vinod Chopra Productions'],['India'],2003,0,Munna Bhai M.B.B.S.,2003-12-19
2800000,15,26000000.0,"['assassin', 'police brutality', 'rape', 'corruption', 'police', 'detective', 'investigation', 'victim', 'based on true story', 'based on play or musical', 'murder', 'serial killer', 'torture', 'brutality', 'killer', 'neo-noir', '1980s', 'south korea']",ko,7.8284,"['CJ Entertainment', 'Muhan Investment', 'Sidus']",['South Korea'],2003,26000000,Salinui chueok,2003-04-25
2079000,PG,4099000.0,['urban life'],hi,2.397,['Excel Entertainment'],['India'],2001,4099000,Dil Chahta Hai,2001-07-24
30000000,R,180906076.0,"['martial arts', 'japan', 'kung fu', 'showdown', 'coma', 'sword', 'asia', 'yakuza', 'bride', 'sword fight', 'revenge', 'vigilante', 'female yakuza', 'animated scene', 'wedding', 'samurai sword', 'eye patch', 'retribution', 'somber', 'pessimistic']",en,12.9435,"['Miramax', 'A Band Apart', 'Super Cool ManChu']",['United States of America'],2003,180906076,Kill Bill: Vol. 1,2003-09-29
94000000,G,940335536.0,"['fish', 'sydney, australia', 'parent child relationship', 'anthropomorphism', 'harbor', 'underwater', 'shark', 'pelican', 'fish tank', 'great barrier reef', 'sea turtle', 'missing child', 'aftercreditsstinger', 'duringcreditsstinger', 'short-term memory loss', 'clownfish', 'father son reunion', 'protective father', 'tense']",en,16.609,['Pixar'],['United States of America'],2003,940335536,Finding Nemo,2003-05-18
52000000,PG-13,352114312.0,"['fbi', 'con man', 'biography', 'based on true story', 'con artist', 'attempted jailbreak', 'engagement party', 'mislaid trust', 'christmas', 'bank fraud', 'conman', 'fraudster']",en,13.2716,"['Parkes/MacDonald Productions', 'Kemp Company', 'Splendid Pictures', 'DreamWorks Pictures']",['United States of America'],2002,352114312,Catch Me If You Can,2002-12-16
2000000,R,20908467.0,"['daughter', 'secret love', 'homeless person', 'mexico city, mexico', 'money', 'dog fighting', 'dog', 'nonlinear timeline', 'multiple storylines', 'new mexican cinema', 'commanding']",es,2.4656,"['Altavista Films', 'Zeta Film']",['Mexico'],2000,20908467,Amores perros,2000-05-14
115000000,G,579700000.0,"['monster', 'panic', 'cheating', 'kidnapping', 'door', 'infant', 'villain', 'portal', 'rivalry', 'energy supply', 'friends', 'hijinks', 'best friend', 'chameleon', 'family', 'parallel world', 'conveyor belt', 'duringcreditsstinger', 'villain arrested', 'invisibility', 'energy company', 'conspirators']",en,21.2065,['Pixar'],['United States of America'],2001,579700000,"Monsters, Inc.",2001-10-28
0,NR,20563523.0,"['philosophy', 'insanity', 'post-apocalyptic future', 'futuristic', 'end of the world', 'mecha', 'avant-garde', 'meaningless existence', 'rebirth', 'anime', 'philosophical', 'psychological terror', 'complex', 'anxious', 'based on tv series', 'introspective', 'existential horror', 'alternate ending', 'inspirational', 'experimental surrealism', 'intense', 'distressing', 'sincere', 'sympathetic']",ja,7.3145,"['GAINAX', 'movic', 'Star Child Recording', 'TV Tokyo', 'Production I.G', 'KADOKAWA Shoten', 'Toei Company', 'SEGA']",['Japan'],1997,20563523,"Shin seiki Evangelion Gekijô-ban: Air/Magokoro wo, kimi ni",1997-07-19
5200000,PG,8100000.0,"['countryside', 'sports', 'patriotism', 'village', 'musical', 'challenge', 'cricket', 'taxes', 'based on true story', 'period drama', 'colonialism', 'british colonial', 'arrogance', 'untouchable', 'caste system', 'drought', '19th century', 'british raj', 'gujarati']",hi,4.1341,"['Aamir Khan Productions', 'Jhamu Sughand Productions', 'Ashutosh Gowariker Productions']",['India'],2001,8100000,Lagaan: Once Upon a Time in India,2001-06-15
40000000,PG-13,672800000.0,"['dying and death', 'child abuse', 'philadelphia, pennsylvania', 'sense of guilt', 'afterlife', 'marriage crisis', 'loss of loved one', 'confidence', 'psychology', 'paranormal phenomena', 'single', 'psychological thriller', 'cowardliness', 'single mother', 'school play', 'ghost', 'kids', 'spiritism', 'ghost child', 'supernatural thriller']",en,17.8809,"['Spyglass Entertainment', 'The Kennedy/Marshall Company', 'Hollywood Pictures', 'Barry Mendel Productions']",['United States of America'],1999,672800000,The Sixth Sense,1999-08-02
9000000,R,21057208.0,"['ship', 'ocean', 'musical', 'ocean liner', 'child prodigy', 'pianist', 'foundling']",it,2.4852,"['Medusa Film', 'Sciarlò']",['Italy'],1998,21057208,La leggenda del pianista sull'oceano,1998-10-28
60000000,PG,264118712.0,"['escape', 'paranoia', 'dystopia', 'suspicion', 'video surveillance', 'deception', 'hidden camera', 'simulated reality ', 'television producer', 'tv show in film', 'make believe', 'actor', 'tv show', 'allegory of the cave']",en,12.4166,"['Paramount Pictures', 'Scott Rudin Productions']",['United States of America'],1998,264118712,The Truman Show,1998-06-01
0,R,0.0,"['sibling relationship', 'gypsy', 'parent child relationship', 'grandparent grandchild relationship', 'black market', 'unexpected happiness', 'superstition', 'bathing', 'bad luck', 'gypsy music', 'teacher', 'debt', 'best friend', 'anarchic comedy', 'casamento', 'barco', 'gato', 'ciganos']",sr,1.7742,"['CiBy 2000', 'Pandora Film', 'Komuna', 'France 2 Cinéma']","['France', 'Germany', 'Yugoslavia', 'Serbia and Montenegro']",1998,0,"Crna macka, beli macor",1998-06-01
15000000,R,47010480.0,"['vietnam veteran', 'white russian', 'bowling', 'carpet', 'nihilism', 'heart attack', 'kidnapping', 'lsd', 'marijuana', 'los angeles, california', 'millionaire', 'cowboy', 'ashes', 'impregnation', 'bowling team', 'unemployed', 'bowling ball', 'neo-noir', 'weeds', 'absurd', 'shaggy dog story']",en,8.6709,"['PolyGram Filmed Entertainment', 'Working Title Films']","['United Kingdom', 'United States of America']",1998,47010480,The Big Lebowski,1998-01-18
,PG,,"['romance', 'unconsummated love', 'hong kong', '1960s', 'neighbor']",,,,,2000,,Fa yeung nin wah,2000-09-29
4000000,R,71981823.0,"['drug dealer', 'friendship', 'london, england', 'based on novel or book', 'scotland', 'heroin', 'drug addiction', 'anti hero', 'junkie', 'nightclub', 'cold turkey', 'dark comedy', 'edinburgh, scotland', 'modern society', 'hallucination', 'surrealism', 'stealing', 'drug rehabilitation', 'drug dealing', 'drugs', 'schoolgirl', 'recovering addict', 'illegal drugs', 'social realism', 'drug culture']",en,7.0547,"['Figment Films', 'The Noel Gay Motion Picture Company', 'Channel Four Films', 'DNA Films']",['United Kingdom'],1996,71981823,Trainspotting,1996-02-23
7000000,R,60611975.0,"['salesclerk', 'unsociability', 'police', 'cheating', 'ransom', 'winter', 'kidnapping', 'minnesota', 'dark comedy', 'north dakota', 'money', 'murder', 'police officer', 'car dealership', 'woodchipper', 'macabre', 'false history', 'neo-noir', 'complex', 'minneapolis']",en,12.7564,"['PolyGram Filmed Entertainment', 'Working Title Films']","['United Kingdom', 'United States of America']",1996,60611975,Fargo,1996-03-08
14000000,15,0.0,"['world war ii', 'lie', 'cellar', 'resistance fighter', 'belgrade', 'anarchic comedy']",sr,3.1757,"['CiBy 2000', 'Pandora Film', 'Novofilm', 'Barrandov Studio', 'Komuna', 'RTS']","['Yugoslavia', 'Czech Republic', 'France', 'Germany', 'Hungary']",1995,0,Underground,1995-05-13
2600000,NR,15300000.0,"['neo-nazism', 'police brutality', 'hip-hop', 'paris, france', 'socially deprived family', 'breakdance', 'ghetto', 'male friendship', 'racism', 'black and white', 'xenophobia', 'day in a life', 'aggressive', 'paris suburb']",fr,6.0596,"['Kasso Productions', 'La Sept Cinéma', 'Les Productions Lazennec', 'Canal+', 'StudioCanal']",['France'],1995,15300000,La haine,1995-05-27
13200000,G,100000000.0,"[""family's daily life"", 'family history', 'love-hate relationship', 'family drama', 'love affair', 'curious', 'casual']",hi,6.7436,['Yash Raj Films'],['India'],1995,100000000,Dilwale Dulhania Le Jayenge,1995-10-20
2500000,R,5987386.0,"['sunrise', 'talking', 'soulmates', 'walking', 'austria', 'vienna, austria', 'semi autobiographical', 'playful', 'lighthearted', 'cliché']",en,6.5224,"['Castle Rock Entertainment', 'Detour Filmproduction', 'Filmhaus Films', 'Columbia Pictures']","['Austria', 'United States of America']",1995,5987386,Before Sunrise,1995-01-19
0,R,4127033.0,"['infidelity', 'judge', 'isolation', 'shadowing', 'english channel', 'geneva, switzerland', 'weather forecast', 'retiree', 'dog', 'surveillance', 'prediction', 'unlikely friendship', 'the color red', 'love destiny', 'fashion model', 'empathetic']",fr,3.0966,"['MK2 Films', 'France 3 Cinéma', 'CAB Productions', 'Studio Filmowe Tor']","['France', 'Poland', 'Switzerland']",1994,4127033,Trois couleurs: Rouge,1994-05-12
160000,PG-13,0.0,"['drug smuggling', 'police', 'ex-girlfriend', 'girlfriend', 'snack bar', 'romance', 'hong kong', 'expiration date', 'flight attendant', 'cleaning', 'relaxed', 'hilarious', 'romantic', 'joyful']",cn,8.999,['Jet Tone Production'],['Hong Kong'],1994,0,Chung Hing sam lam,1994-07-14
63000000,PG-13,920100000.0,"['exotic island', 'island', 'triceratops', 'brontosaurus', 'electric fence', 'dna', 'tyrannosaurus rex', 'paleontology', 'dinosaur', 'amusement park', 'theme park']",en,10.8273,"['Universal Pictures', 'Amblin Entertainment']",['United States of America'],1993,920100000,Jurassic Park,1993-06-09
13000000,R,65796862.0,"['prison', 'rebellion', 'based on novel or book', 'parent child relationship', 'faith', '1970s', 'biography', 'northern ireland', 'trial', 'torture', 'terrorism', 'ira (irish republican army)', 'ireland', 'courtroom', 'prison riot', 'belfast, north ireland', 'terrorist bombing', 'english police', 'father son conflict', 'innocent in jail', 'father son relationship', 'innocent man', 'irish history', 'corrupt police officials', 'petty thief', 'irish', 'corrupt legal system', 'corrupt district attorney', 'empathetic', 'irish resistance', 'irish writer', 'british injustice', 'british crimes']",en,1.7848,"[""Hell's Kitchen"", 'Universal Pictures']","['United Kingdom', 'Ireland', 'United States of America']",1993,65796862,In the Name of the Father,1993-12-12
4000000,R,6400000.0,"['china', 'society', 'transvestite', 'cultural revolution', 'woman between two men', 'best friend', 'beijing, china', 'lgbt', 'chinese opera', 'female impersonator', 'severed finger']",zh,3.4538,"['Beijing Film Studio', 'China Film Co-Production Corp.', 'Tomson (Hong Kong) Films Co., Ltd.']","['China', 'Hong Kong']",1993,6400000,Ba wang bie ji,1993-01-01
1000000,PG,16600000.0,"['competition', 'marriage', 'romantic rivalry', 'polygamy', 'concubine', 'wealth', 'intrigue', 'oppression', '1920s']",zh,3.2737,"['ERA International', 'China Film Co-Production Corp.', 'Century Communications', 'Salon Films']","['China', 'Hong Kong', 'Taiwan']",1991,16600000,Dà hóng denglong gaogao guà,1991-09-10
16400000,PG,235860116.0,"['individual', 'friendship', 'philosophy', 'poetry', 'literature', 'professor', 'based on true story', 'coming of age', 'teacher', 'school play', 'new england', 'vermont', 'schoolteacher', 'preparatory school', '1950s', 'somber', 'philosophical', 'inspirational', 'teenager', 'depressing']",en,12.6494,"['A Steven Haft Production', 'Witt/Thomas Productions', 'Silver Screen Partners IV', 'Touchstone Pictures']",['United States of America'],1989,235860116,Dead Poets Society,1989-06-02
8000000,R,52300000.0,"['friendship', 'based on novel or book', 'leech', 'affectation', 'bullying', 'road trip', 'oregon, usa', 'coming of age', 'railroad track', 'story within the story', 'flipping coin', 'campfire story', 'pie eating', 'told in flashback', 'kids', '1950s', 'boys', 'coin toss', 'familiar']",en,5.5518,"['Columbia Pictures', 'Act III Productions']",['United States of America'],1986,52300000,Stand by Me,1986-08-08
6000000,R,138530565.0,"['dying and death', 'vietnam war', 'helicopter', 'ambush', 'war crimes', 'village', 'mine', 'bunker', 'infantry', 'jungle', 'gang rape', 'soldier', 'battle', 'violent death', 'false accusations', 'platoon', 'combat', 'casualty of war', 'marijuana joint', 'marijuana pipe', 'semi autobiographical', 'anti war', 'wounded soldier', 'conscripts', 'military draft', 'violent man', 'american soldiers', 'tour of duty', 'murder witness', 'army vs civilians', 'cautionary', 'suspenseful', 'critical', 'intense', 'defiant', 'philosophical depiction of war']",en,8.8879,"['Hemdale Film Corporation', 'Arnold Kopelson Productions']","['United Kingdom', 'United States of America']",1986,138530565,Platoon,1986-12-19
1750000,R,2181987.0,"['van', 'regret', 'sibling relationship', 'texas', 'peep show', 'redemption', 'mute', 'los angeles, california', 'on the road', 'desert', 'family', 'modern-day western', 'neo-western', 'new german cinema', 'fugue state']",en,6.1023,"['Road Movies', 'Argos films', 'WDR', 'Channel Four Films', 'Pro-ject Filmproduktion']","['United Kingdom', 'Germany', 'France']",1984,2181987,"Paris, Texas",1984-05-19
1000000,PG,9016411.0,"['future', 'airplane', 'saving the world', 'human vs nature', 'fungus spores   ', 'post-apocalyptic future', 'giant insect', 'toxic', 'based on manga', 'ecology', 'anime', 'inspirational', 'adventure']",ja,8.1068,"['Topcraft', 'Tokuma Shoten', 'Hakuhodo']",['Japan'],1984,9016411,Kaze no tani no Naushika,1984-03-11
15000000,R,19629760.0,"['spacecraft', 'helicopter', 'space marine', 'based on novel or book', 'isolation', 'mutation', 'paranoia', 'grave', 'snowstorm', 'research station', 'alien life-form', 'alien', 'remake', 'survival', 'creature', 'helicopter pilot', 'antarctica', 'shape shifting alien', 'alien infection', 'survival horror', 'sled dogs', 'alien monster', 'alien parasites', 'isolated place', 'uncertainty', 'blood test', 'body horror', 'ambiguity', 'critical', 'antarctic']",en,9.1056,"['Universal Pictures', 'The Turman-Foster Company', 'Province of BC, Ministry of Tourism, Film Promotion Office']","['United States of America', 'Canada']",1982,19629760,The Thing,1982-06-25
12000000,R,22244207.0,"['rock star', 'berlin wall', 'paranoia', 'wall', 'descent into madness', 'rock musical', 'adult animation']",en,4.3359,"['Goldcrest', 'Tin Blue', 'Metro-Goldwyn-Mayer']",['United Kingdom'],1982,22244207,Pink Floyd: The Wall,1982-05-23
7362000,PG,0.0,"['peru', 'plantation', 'ambition', 'amazon rainforest', 'steamboat', 'south america', 'opera house', 'riverboat', '19th century', 'imperialism', 'iquitos, peru', 'amazon river', 'rubber', 'white water rafting', 'willpower', 'manaos, brazil', 'transporting boat', 'amazonie']",de,2.2705,"['Werner Herzog Filmproduktion', 'Pro-ject Filmproduktion', 'ZDF', 'Wildlife Films Peru', 'Filmverlag der Autoren']","['Germany', 'Peru']",1982,0,Fitzcarraldo,1982-03-02
6000000,R,6800000.0,"['dying and death', 'child abuse', 'sibling relationship', 'funeral', 'loss of loved one', 'sweden', 'bishop', 'theatre group', 'child prodigy', 'dysfunctional family', 'ghost', 'hamlet', 'turn of the century', 'christmas', '1900s', '20th century', 'family chronicle']",sv,1.3836,"['Cinematograph AB', 'Svenska Filminstitutet', 'SVT', 'Gaumont', 'Personafilm', 'Tobis']","['Sweden', 'Germany', 'France']",1982,6800000,Fanny och Alexander,1982-12-17
28000000,R,41722424.0,"['android', 'flying car', 'bounty hunter', 'artificial intelligence (a.i.)', 'genetics', 'based on novel or book', 'dystopia', 'futuristic', 'fugitive', 'cyberpunk', 'los angeles, california', 'alcoholic', 'origami', 'unicorn', 'tech noir', 'meditative', 'neo-noir', 'human clone', 'blade runner', '2010s', 'introspective']",en,13.3363,"['Shaw Brothers', 'The Ladd Company', 'Warner Bros. Pictures']","['United States of America', 'Hong Kong', 'United Kingdom']",1982,41722424,Blade Runner,1982-06-25
5000000,PG,26000000.0,"['exploitation', 'biography', 'based on true story', 'hospital', 'black and white', 'curiosity', 'sideshow', 'disfigurement', 'deformed', 'physical deformity', 'freak', '19th century', 'dignity']",en,7.3166,['Brooksfilms'],['United States of America'],1980,26000000,The Elephant Man,1980-10-02
4000000,R,20833252.0,"['roman empire', 'jewry', 'three kings', 'crucifixion', 'bethlehem', 'independence movement', 'satire', 'parody', 'religion', 'sermon on the mount', 'anarchic comedy', 'mother son relationship', 'hilarious', 'religious satire']",en,5.8079,"['Handmade Films', 'Python (Monty) Pictures Limited']",['United Kingdom'],1979,20833252,Life of Brian,1979-08-17
15000000,R,49000000.0,"['vietnam war', 'vietnam veteran', 'small town', 'suicide', 'vietnam', 'post-traumatic stress disorder (ptsd)', 'escape', 'pennsylvania, usa', 'saigon', 'friends', 'russian roulette', 'wedding', 'deer hunting', 'steel worker', 'anti war', 'revolver', 'drunkenness', 'viet cong', 'romantic triangle', 'friends love same woman', 'prisoner of war camp', 'slavic american']",en,5.9228,"['Universal Pictures', 'EMI Films']","['United Kingdom', 'United States of America']",1978,49000000,The Deer Hunter,1978-12-08
1000000,PG,225253184.0,"['underdog', 'philadelphia, pennsylvania', 'transporter', ""love of one's life"", 'italian american', 'sports', 'fight', 'independence', 'publicity', 'boxer', 'training', 'lovers', 'world champion', 'victory', 'surprise', 'boxing', 'absurd', 'hopeful']",en,10.0385,['Winkler Films'],['United States of America'],1976,225253184,Rocky,1976-11-20
3800000,R,23700000.0,"['adultery', 'new york city', 'corruption', 'profit', 'satire', 'tv ratings', 'murder', 'corporate', 'reporter', 'co-workers relationship', 'rage', 'anger', 'tv show in film', 'meeting', 'political satire', 'news', 'fired', 'network', 'anchor', 'tv news anchor']",en,3.1111,"['Metro-Goldwyn-Mayer', 'United Artists']",['United States of America'],1976,23700000,Network,1976-11-14
11000000,PG,31500000.0,"['based on novel or book', 'gambling', 'desertion', 'fencing', 'palace', 'british army', 'opportunist', 'wealth', 'debt', 'duel', 'ireland', 'british soldier', '18th century', 'card playing', 'pistol duel', 'seven years war', 'nobility', 'prussia', 'cautionary']",en,6.6244,"['Warner Bros. Pictures', 'Hawk Films', 'Peregrine']","['United Kingdom', 'United States of America']",1975,31500000,Barry Lyndon,1975-12-11
825000,NR,124367.0,"['dreams', 'wind', 'poetry', 'world war ii', 'cigarette', 'field', 'spanish civil war (1936-39)', 'nostalgia', 'forest', 'terminal illness', 'flashback', 'dying man', 'avant-garde', 'illness', 'childhood', 'post world war ii', 'dream sequence', 'newsreel footage', 'nostalgic', 'reflection', 'poetry recitation', 'russian history', 'sepia color', 'historical drama', 'memoirs', '1940s', '1960s', 'non-narrative', 'somber', 'self reflection', '1930s', 'reflective', 'portrait of an artist', 'dreamlike', 'russia', 'soviet union history', 'memories', 'stream of consciousness', 'existentialist', '20th century', 'experimental film', 'pre war soviet union', 'russian poetry', 'nonlinear narrative', 'voice-over', 'nostalgic memory', 'biographical drama', 'the great patriotic war', 'dying poet']",ru,3.097,['Mosfilm'],['Soviet Union'],1975,124367,Zerkalo,1975-03-07
6000000,R,30000000.0,"['dying and death', 'sea', 'pedophilia', 'rape', 'mistake in person', 'river', 'chinatown', 'barrage', 'femme fatale', 'conspiracy', 'whodunit', 'los angeles, california', 'private detective', 'neo-noir']",en,6.0568,"['Paramount Pictures', 'Long Road Productions', 'Robert Evans Productions']",['United States of America'],1974,30000000,Chinatown,1974-06-20
2500000,PG,30900000.0,"['friendship', 'funeral', 'missouri', 'bible', 'con man', 'carnival', 'great depression', 'aunt', 'road trip', 'kansas, usa', 'black and white', 'con', 'tween girl']",en,4.3973,"['The Directors Company', 'Saticoy Productions', 'Paramount Pictures']",['United States of America'],1973,30900000,Paper Moon,1973-04-09
400000,R,0.0,"['dying and death', 'sibling relationship', 'sweden', 'sister', 'cancer', 'mansion', '19th century']",sv,2.1014,"['Cinematograph AB', 'Svenska Filminstitutet']",['Sweden'],1972,0,Viskningar och rop,1972-12-21
0,PG,0.0,"['loss of sense of reality', 'based on novel or book', 'extraterrestrial technology', '1970s', 'subconsciousness', 'soviet union', 'hallucination', 'space travel', 'astronaut']",ru,4.0493,"['Unit Four', 'Creative Unit of Writers & Cinema Workers', 'Mosfilm']",['Soviet Union'],1972,0,Solaris,1972-02-05
0,PG,215245.0,"['paris, france', 'police', 'hitman', 'jazz club', 'treason', 'stakeout', 'french noir', 'contract killer', 'mysterious', 'professional assassin', 'neo-noir', 'complex relationship', 'ominous']",fr,2.0411,"['Compagnie Industrielle et Commerciale Cinématographique', 'Fida Cinematografica', 'Filmel', 'TC Productions']","['France', 'Italy']",1967,215245,Le samouraï,1967-10-25
3200000,PG,16217773.0,"['prison', 'dying and death', 'florida', 'based on novel or book', 'escape', 'loss of loved one', 'rebel', 'harassment', 'imprisonment', 'barbed wire', 'death', 'prison farm']",en,5.9998,"['Warner Bros.-Seven Arts', 'Jalem Productions']",['United States of America'],1967,16217773,Cool Hand Luke,1967-11-01
0,15,0.0,"['dreams', 'nurse', 'confession', 'identity crisis', 'mental breakdown', 'betrayal', 'mute', 'black and white', 'patient', 'psychiatry', 'submerged', 'mysterious', 'institution', 'dual personality', 'stage actress', 'duality', 'dissociative identities', 'empathetic']",sv,2.4178,['SF Studios'],['Sweden'],1966,0,Persona,1966-10-18
0,R,24173.0,"['rape', 'christianity', 'monk', 'artist', 'cathedral', 'crucifixion', 'famine', 'painter', 'icon', 'biography', 'tatars', 'teacher', 'bell', 'black and white', 'torture', 'massacre', 'brutality', 'middle ages (476-1453)', 'monastery', 'tartar', 'bell maker', 'philosophical', '15th century', 'religious vow']",ru,5.5778,['Mosfilm'],['Soviet Union'],1966,24173,Andrei Rublev,1966-12-16
800000,NR,964028.0,"['revolution', 'algerian', 'insurrection', 'black and white', 'algiers, algeria', 'resistance fighter', 'north africa', 'algerian war (1954-62)', 'battle of algiers', 'struggle for independence', 'anti-colonialism', 'maghreb', 'djazair', 'independance war']",it,1.6255,"['Igor Film', 'Casbah Film']","['Italy', 'Algeria']",1966,964028,La battaglia di Algeri,1966-08-31
0,U,0.0,"['sheep', 'quarantine', 'upper class', 'guest', 'room', 'surrealism', 'lamb', 'bear', 'mansion', 'black and white', 'roman catholic church', 'pretension', 'dinner party', 'piano', 'provocative']",es,1.3751,['Producciones Gustavo Alatriste'],['Mexico'],1962,0,El ángel exterminador,1962-05-16
980000,NR,0.0,"['beach', 'sibling relationship', 'based on novel or book', 'insanity', 'wheelchair', 'sister', 'aging', 'alcoholism', 'murder', 'hollywood', 'mental illness', 'invalid', 'former child star', 'ice cream', 'vaudeville', 'recluse', 'drunkenness', 'spinsters', 'old mansion', 'piano', 'sister sister relationship', 'hagsploitation', 'psycho-biddy']",en,3.7723,['The Associates & Aldrich Company'],['United States of America'],1962,0,What Ever Happened to Baby Jane?,1962-10-31
